publishedAt,title,description,source,url,fetched_at,clean_title,clean_description,full_text,sentiment,sector
2025-07-03T02:15:19Z,Economic Digest: Nepal’s Business News in a Snap,"KATHMANDU: Economic Digest offers a concise yet comprehensive overview of significant business happenings in Nepal, presented in easily digestible summaries. Nepal’s current economic landscape reflects both optimism and structural challenges. The NEPSE index’…",Khabarhub.com,https://english.khabarhub.com/2025/03/482559/,2025-07-04T05:57:51.899364,economic digest nepals business news in a snap,kathmandu economic digest offers a concise yet comprehensive overview of significant business happenings in nepal presented in easily digestible summaries nepals current economic landscape reflects both optimism and structural challenges the nepse index,economic digest nepals business news in a snap. kathmandu economic digest offers a concise yet comprehensive overview of significant business happenings in nepal presented in easily digestible summaries nepals current economic landscape reflects both optimism and structural challenges the nepse index,negative,Uncategorized
2025-07-03T02:05:30Z,Happy Square Outsourcing IPO opens today: Check details,"The Initial Public Offering of Happy Square Outsourcing Services, known as White Force, is set to open today. The IPO aims to raise Rupees 24.25 crore. The company specializes in HR outsourcing solutions. The share price is between Rupees 72 to Rupees 76. The…",The Times of India,https://economictimes.indiatimes.com/markets/ipos/fpos/happy-square-outsourcing-ipo-opens-today-check-details/articleshow/122216591.cms,2025-07-04T05:57:51.899364,happy square outsourcing ipo opens today check details,the initial public offering of happy square outsourcing services known as white force is set to open today the ipo aims to raise rupees crore the company specializes in hr outsourcing solutions the share price is between rupees to rupees the,happy square outsourcing ipo opens today check details. the initial public offering of happy square outsourcing services known as white force is set to open today the ipo aims to raise rupees crore the company specializes in hr outsourcing solutions the share price is between rupees to rupees the,negative,Uncategorized
2025-07-03T01:43:20Z,"Sensex, Nifty, Live Today, 2025-07-03","Sensex Today | Stock Market LIVE Updates: Indian markets closed lower on Wednesday, weighed down by a pullback in financial stocks from near-record highs. This decline offset the optimism triggered by U.S. President Donald Trump's remarks hinting at a potenti…",Economictimes.com,https://m.economictimes.com/markets/stocks/live-blog/bse-sensex-today-live-nifty-stock-market-updates-03-july-2025/liveblog/122216372.cms,2025-07-04T05:57:51.899364,sensex nifty live today,sensex today stock market live updates indian markets closed lower on wednesday weighed down by a pullback in financial stocks from nearrecord highs this decline offset the optimism triggered by us president donald trumps remarks hinting at a potenti,sensex nifty live today. sensex today stock market live updates indian markets closed lower on wednesday weighed down by a pullback in financial stocks from nearrecord highs this decline offset the optimism triggered by us president donald trumps remarks hinting at a potenti,positive,Uncategorized
2025-07-03T01:34:28Z,New-age IPO frenzy; Hoping against H-1B hope,Happy Thursday! Startups are lining up to list in a reinvigorated public market. This and more in today’s ETtech Morning Dispatch.,The Times of India,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/new-age-ipo-frenzy-hoping-against-h-1b-hope/articleshow/122216150.cms,2025-07-04T05:57:51.899364,newage ipo frenzy hoping against hb hope,happy thursday startups are lining up to list in a reinvigorated public market this and more in todays ettech morning dispatch,newage ipo frenzy hoping against hb hope. happy thursday startups are lining up to list in a reinvigorated public market this and more in todays ettech morning dispatch,neutral,Uncategorized
2025-07-03T01:09:51Z,Stock Market Live Updates 3 July 2025: Stock to buy today: Gujarat Gas (₹500) – BUY,"Sensex, Nifty, Share Prices LIVE: The short-term outlook is bullish for Gujarat Gas. The 4 per cent rise on Wednesday has taken the share price well above the 200-Day Moving Average (DMA), currently at ₹282. It has also broken the resistance at ₹288. These fa…",BusinessLine,https://www.thehindubusinessline.com/markets/share-market-nifty-sensex-live-updates-3-july-2025/article69724363.ece,2025-07-04T05:57:51.899364,stock market live updates july stock to buy today gujarat gas buy,sensex nifty share prices live the shortterm outlook is bullish for gujarat gas the per cent rise on wednesday has taken the share price well above the day moving average dma currently at it has also broken the resistance at these fa,stock market live updates july stock to buy today gujarat gas buy. sensex nifty share prices live the shortterm outlook is bullish for gujarat gas the per cent rise on wednesday has taken the share price well above the day moving average dma currently at it has also broken the resistance at these fa,neutral,Oil & Gas
2025-07-03T00:30:00Z,Expect market to open up by end of FY26: Angel One group CEO Kenghe,"Angel One CEO Ambarish Kenghe expects business recovery by FY26 as regulatory and macroeconomic pressures ease. Despite a recent profit dip, the firm is diversifying beyond broking into wealth management, lending, and mutual funds. Kenghe, a tech veteran, is …",The Times of India,https://economictimes.indiatimes.com/tech/startups/expect-market-to-open-up-by-end-of-fy26-angel-one-group-ceo-kenghe/articleshow/122210862.cms,2025-07-04T05:57:51.899364,expect market to open up by end of fy angel one group ceo kenghe,angel one ceo ambarish kenghe expects business recovery by fy as regulatory and macroeconomic pressures ease despite a recent profit dip the firm is diversifying beyond broking into wealth management lending and mutual funds kenghe a tech veteran is,expect market to open up by end of fy angel one group ceo kenghe. angel one ceo ambarish kenghe expects business recovery by fy as regulatory and macroeconomic pressures ease despite a recent profit dip the firm is diversifying beyond broking into wealth management lending and mutual funds kenghe a tech veteran is,neutral,Uncategorized
2025-07-03T00:30:00Z,"Startups aim for over Rs 18,000 crore in D-Sreet dhamaka","Indian startups are increasingly eyeing local stock exchanges for their listings, driven by robust valuation multiples in the public markets and growing maturity of the domestic startup ecosystem, analyst and investment bankers pointed out. Smaller companies …",The Times of India,https://economictimes.indiatimes.com/tech/startups/startups-aim-for-over-rs-18000-crore-in-d-sreet-dhamaka/articleshow/122211922.cms,2025-07-04T05:57:51.899364,startups aim for over rs crore in dsreet dhamaka,indian startups are increasingly eyeing local stock exchanges for their listings driven by robust valuation multiples in the public markets and growing maturity of the domestic startup ecosystem analyst and investment bankers pointed out smaller companies,startups aim for over rs crore in dsreet dhamaka. indian startups are increasingly eyeing local stock exchanges for their listings driven by robust valuation multiples in the public markets and growing maturity of the domestic startup ecosystem analyst and investment bankers pointed out smaller companies,neutral,Uncategorized
2025-07-03T00:30:00Z,"Startups aim for over Rs 18,000 crore in D-Sreet dhamaka","Indian startups are increasingly eyeing local stock exchanges for their listings, driven by robust valuation multiples in the public markets and growing maturity of the domestic startup ecosystem, analyst and investment bankers pointed out. Smaller companies …",The Times of India,https://economictimes.indiatimes.com/tech/startups/startups-aim-for-over-rs-18000-crore-in-d-sreet-dhamaka/articleshow/122215805.cms,2025-07-04T05:57:51.899364,startups aim for over rs crore in dsreet dhamaka,indian startups are increasingly eyeing local stock exchanges for their listings driven by robust valuation multiples in the public markets and growing maturity of the domestic startup ecosystem analyst and investment bankers pointed out smaller companies,startups aim for over rs crore in dsreet dhamaka. indian startups are increasingly eyeing local stock exchanges for their listings driven by robust valuation multiples in the public markets and growing maturity of the domestic startup ecosystem analyst and investment bankers pointed out smaller companies,neutral,Uncategorized
2025-07-02T23:30:00Z,Can this cola maker get back bubble valuation pricked by Ambani?,"While Campa Cola is still proving itself, Pepsi is a known and trusted brand. The cola market in India is large enough for multiple players, and with Ravi Jaipuria at the helm, Varun Beverages looks well-placed to stay on top of its game.",The Times of India,https://economictimes.indiatimes.com/prime/money-and-markets/can-this-cola-maker-get-back-bubble-valuation-pricked-by-ambani/primearticleshow/122210466.cms,2025-07-04T05:57:51.899364,can this cola maker get back bubble valuation pricked by ambani,while campa cola is still proving itself pepsi is a known and trusted brand the cola market in india is large enough for multiple players and with ravi jaipuria at the helm varun beverages looks wellplaced to stay on top of its game,can this cola maker get back bubble valuation pricked by ambani. while campa cola is still proving itself pepsi is a known and trusted brand the cola market in india is large enough for multiple players and with ravi jaipuria at the helm varun beverages looks wellplaced to stay on top of its game,neutral,Uncategorized
2025-07-02T23:00:27Z,HDB Financial shares surge 14% on Day 1,India Business News: MUMBAI: Shares of HDB Financial Services rose nearly 14% on the day of listing in the stock exchanges closing at Rs 841 against the issue price of Rs .,The Times of India,https://timesofindia.indiatimes.com/business/india-business/hdb-financial-shares-surge-14-on-day-1/articleshow/122214338.cms,2025-07-04T05:57:51.899364,hdb financial shares surge on day,india business news mumbai shares of hdb financial services rose nearly on the day of listing in the stock exchanges closing at rs against the issue price of rs,hdb financial shares surge on day. india business news mumbai shares of hdb financial services rose nearly on the day of listing in the stock exchanges closing at rs against the issue price of rs,neutral,Uncategorized
2025-07-02T21:50:00Z,Arunachal is India’s ‘largest’ carbon sink: Khandu,"ITANAGAR, July 2: Arunachal Pradesh Chief Minister Pema Khandu on Wednesday claimed that the frontier state holds the distinction of being India’s largest carbon sink, an ecological powerhouse playing a pivotal role in combating climate change and aiding the …",Thehillstimes.in,https://thehillstimes.in/arunachal-pradesh/arunachal-is-indias-largest-carbon-sink-khandu,2025-07-04T05:57:51.899364,arunachal is indias largest carbon sink khandu,itanagar july arunachal pradesh chief minister pema khandu on wednesday claimed that the frontier state holds the distinction of being indias largest carbon sink an ecological powerhouse playing a pivotal role in combating climate change and aiding the,arunachal is indias largest carbon sink khandu. itanagar july arunachal pradesh chief minister pema khandu on wednesday claimed that the frontier state holds the distinction of being indias largest carbon sink an ecological powerhouse playing a pivotal role in combating climate change and aiding the,neutral,Uncategorized
2025-07-02T21:03:00Z,"Trump's tariff pause is set to expire, threatening a trade war flare-up","President Donald Trump’s trade war risks reigniting next week when a temporary pause on sweeping tariffs is set to expire, potentially driving up costs for businesses and raising prices for consumers",NBC News,https://www.nbcnews.com/business/economy/trump-tariff-pause-expires-date-trade-deals-countries-what-to-know-rcna216402,2025-07-04T05:57:51.899364,trumps tariff pause is set to expire threatening a trade war flareup,president donald trumps trade war risks reigniting next week when a temporary pause on sweeping tariffs is set to expire potentially driving up costs for businesses and raising prices for consumers,trumps tariff pause is set to expire threatening a trade war flareup. president donald trumps trade war risks reigniting next week when a temporary pause on sweeping tariffs is set to expire potentially driving up costs for businesses and raising prices for consumers,positive,Uncategorized
2025-07-02T20:44:53Z,"US Stock Market today: S&P 500, Nasdaq close at record highs, Dow Jones falls. Nvidia, Apple, Tesla, Nike share price rise","US Stock Market indexes S&P 500, Nasdaq ended at record peak on Wednesday after Nvidia, Apple, Tesla, Nike stocks gain big.",The Times of India,https://economictimes.indiatimes.com/news/international/us/us-stock-market-today-sp-500-nasdaq-close-at-record-highs-dow-jones-falls-nvidia-apple-tesla-nike-share-price-rise/articleshow/122213180.cms,2025-07-04T05:57:51.899364,us stock market today sp nasdaq close at record highs dow jones falls nvidia apple tesla nike share price rise,us stock market indexes sp nasdaq ended at record peak on wednesday after nvidia apple tesla nike stocks gain big,us stock market today sp nasdaq close at record highs dow jones falls nvidia apple tesla nike share price rise. us stock market indexes sp nasdaq ended at record peak on wednesday after nvidia apple tesla nike stocks gain big,neutral,Uncategorized
2025-07-02T20:31:25Z,"S&P 500, Nasdaq close up on Vietnam trade deal; Apple, Tesla and other tech stocks rise","The S&P 500 and Nasdaq ended higher on Wednesday, driven by tech stock gains and a new U.S.-Vietnam trade deal. The Nasdaq saw strong…
The post S&P 500, Nasdaq close up on Vietnam trade deal; Apple, Tesla and other tech stocks rise appeared first on MacDailyN…",Macdailynews.com,https://macdailynews.com/2025/07/02/s-apple-tesla-and-other-tech-stocks-rise/,2025-07-04T05:57:51.899364,sp nasdaq close up on vietnam trade deal apple tesla and other tech stocks rise,the sp and nasdaq ended higher on wednesday driven by tech stock gains and a new usvietnam trade deal the nasdaq saw strong the post sp nasdaq close up on vietnam trade deal apple tesla and other tech stocks rise appeared first on macdailyn,sp nasdaq close up on vietnam trade deal apple tesla and other tech stocks rise. the sp and nasdaq ended higher on wednesday driven by tech stock gains and a new usvietnam trade deal the nasdaq saw strong the post sp nasdaq close up on vietnam trade deal apple tesla and other tech stocks rise appeared first on macdailyn,neutral,IT
2025-07-02T20:30:57Z,"S&P 500 and Nasdaq rise amid US, Vietnam trade deal",The S&P 500 and Nasdaq closed higher Wednesday as tech stocks rose and the U.S. and Vietnam reached a trade deal,USA Today,https://www.usatoday.com/story/money/2025/07/02/stocks-close-higher-on-vietnam-trade-deal/84450208007/,2025-07-04T05:57:51.899364,sp and nasdaq rise amid us vietnam trade deal,the sp and nasdaq closed higher wednesday as tech stocks rose and the us and vietnam reached a trade deal,sp and nasdaq rise amid us vietnam trade deal. the sp and nasdaq closed higher wednesday as tech stocks rose and the us and vietnam reached a trade deal,negative,Uncategorized
2025-07-02T19:13:20Z,'Fully addressed' opposition's concerns: ECI,"Following a meeting addressing concerns, the Election Commission of India (ECI) affirmed that the ongoing Special Summary Revision (SSR) adheres to established guidelines. The ECI expressed gratitude for the active participation of over 1.5 lakh Booth Level A…",The Times of India,https://economictimes.indiatimes.com/news/politics-and-nation/fully-addressed-oppositions-concerns-eci/articleshow/122212699.cms,2025-07-04T05:57:51.899364,fully addressed oppositions concerns eci,following a meeting addressing concerns the election commission of india eci affirmed that the ongoing special summary revision ssr adheres to established guidelines the eci expressed gratitude for the active participation of over lakh booth level a,fully addressed oppositions concerns eci. following a meeting addressing concerns the election commission of india eci affirmed that the ongoing special summary revision ssr adheres to established guidelines the eci expressed gratitude for the active participation of over lakh booth level a,negative,Uncategorized
2025-07-02T18:59:52Z,Lending growth stays in slow lane despite June rate cuts,"Indian bank lending remains cautious despite policy rate cuts. Lending growth slowed to 9.6% from 19.1% last year. Corporate, home, and NBFC loans are soft. Firms prepaid debt via bonds. Home loan borrowers awaited further rate cuts. Gold and renewable energy…",The Times of India,https://economictimes.indiatimes.com/industry/banking/finance/banking/lending-growth-stays-in-slow-lane-despite-june-rate-cuts/articleshow/122212513.cms,2025-07-04T05:57:51.899364,lending growth stays in slow lane despite june rate cuts,indian bank lending remains cautious despite policy rate cuts lending growth slowed to from last year corporate home and nbfc loans are soft firms prepaid debt via bonds home loan borrowers awaited further rate cuts gold and renewable energy,lending growth stays in slow lane despite june rate cuts. indian bank lending remains cautious despite policy rate cuts lending growth slowed to from last year corporate home and nbfc loans are soft firms prepaid debt via bonds home loan borrowers awaited further rate cuts gold and renewable energy,positive,Uncategorized
2025-07-02T18:59:52Z,Lending growth stays in slow lane despite June rate cuts,"Indian bank lending remains cautious despite policy rate cuts. Lending growth slowed to 9.6% from 19.1% last year. Corporate, home, and NBFC loans are soft. Firms prepaid debt via bonds. Home loan borrowers awaited further rate cuts. Gold and renewable energy…",The Times of India,https://economictimes.indiatimes.com/industry/banking/finance/banking/lending-growth-stays-in-slow-lane-despite-june-rate-cuts/articleshow/122215626.cms,2025-07-04T05:57:51.899364,lending growth stays in slow lane despite june rate cuts,indian bank lending remains cautious despite policy rate cuts lending growth slowed to from last year corporate home and nbfc loans are soft firms prepaid debt via bonds home loan borrowers awaited further rate cuts gold and renewable energy,lending growth stays in slow lane despite june rate cuts. indian bank lending remains cautious despite policy rate cuts lending growth slowed to from last year corporate home and nbfc loans are soft firms prepaid debt via bonds home loan borrowers awaited further rate cuts gold and renewable energy,positive,Uncategorized
2025-07-02T18:54:30Z,"TVS Logistics Park raises Rs 1,300-crore via private InvIT","TVS Industrial & Logistics Parks (TVS ILP) has successfully raised over ₹1,300 crore through a private placement of its warehousing assets-led infrastructure investment trust (InvIT). The InvIT, comprising 11 million sq ft of warehousing space valued at aroun…",The Times of India,https://economictimes.indiatimes.com/industry/services/property-/-cstruction/tvs-logistics-park-raises-rs-1300-crore-via-private-invit/articleshow/122212398.cms,2025-07-04T05:57:51.899364,tvs logistics park raises rs crore via private invit,tvs industrial logistics parks tvs ilp has successfully raised over crore through a private placement of its warehousing assetsled infrastructure investment trust invit the invit comprising million sq ft of warehousing space valued at aroun,tvs logistics park raises rs crore via private invit. tvs industrial logistics parks tvs ilp has successfully raised over crore through a private placement of its warehousing assetsled infrastructure investment trust invit the invit comprising million sq ft of warehousing space valued at aroun,neutral,Uncategorized
2025-07-02T18:41:52Z,Nissan reshuffles India leadership amid dip in sales,"Nissan India is undergoing a leadership transition as Saurabh Vatsa takes charge of commercial operations from August 1, reporting to Leon Dorssers. This reshuffle follows Frank Torres' departure due to personal reasons, despite his credited turnaround effort…",The Times of India,https://economictimes.indiatimes.com/industry/auto/auto-news/nissan-reshuffles-india-leadership-amid-dip-in-sales/articleshow/122212133.cms,2025-07-04T05:57:51.899364,nissan reshuffles india leadership amid dip in sales,nissan india is undergoing a leadership transition as saurabh vatsa takes charge of commercial operations from august reporting to leon dorssers this reshuffle follows frank torres departure due to personal reasons despite his credited turnaround effort,nissan reshuffles india leadership amid dip in sales. nissan india is undergoing a leadership transition as saurabh vatsa takes charge of commercial operations from august reporting to leon dorssers this reshuffle follows frank torres departure due to personal reasons despite his credited turnaround effort,positive,Uncategorized
2025-07-02T18:22:27Z,India's Max Financial says hacker accessed customer data from its insurance unit | TechCrunch,India's Max Financial says hacker accessed customer data from its insurance unit | TechCrunchtechcrunch.com,TechCrunch,https://techcrunch.com/2025/07/02/indias-max-financial-says-hacker-accessed-customer-data-from-its-insurance-unit/,2025-07-04T05:57:51.899364,indias max financial says hacker accessed customer data from its insurance unit techcrunch,indias max financial says hacker accessed customer data from its insurance unit techcrunchtechcrunchcom,indias max financial says hacker accessed customer data from its insurance unit techcrunch. indias max financial says hacker accessed customer data from its insurance unit techcrunchtechcrunchcom,negative,IT
2025-07-02T17:49:27Z,Historic Shri Amarnath Yatra is symbol of harmony in Kashmir: Darakhshan,"Welcomes first batch of Yatris at Baltal, inaugurates Bhandara STATE TIMES NEWS BALTAL: Chairperson of J&K Waqf Board & Minister of State Dr Syed Darakhshan Andrabi visited Baltal Base Camp today afternoon. She took a tour of the entire Camp area and took sto…",Statetimes.in,https://statetimes.in/historic-shri-amarnath-yatra-is-symbol-of-harmony-in-kashmir-darakhshan/,2025-07-04T05:57:51.899364,historic shri amarnath yatra is symbol of harmony in kashmir darakhshan,welcomes first batch of yatris at baltal inaugurates bhandara state times news baltal chairperson of jk waqf board minister of state dr syed darakhshan andrabi visited baltal base camp today afternoon she took a tour of the entire camp area and took sto,historic shri amarnath yatra is symbol of harmony in kashmir darakhshan. welcomes first batch of yatris at baltal inaugurates bhandara state times news baltal chairperson of jk waqf board minister of state dr syed darakhshan andrabi visited baltal base camp today afternoon she took a tour of the entire camp area and took sto,negative,Uncategorized
2025-07-02T17:36:07Z,No one's afraid of an oil supply jinx,Indian refiners remained calm during the recent Iran-Israel conflict. They trusted the oil market's stability. Strategic petroleum reserves are only partially full. Efforts to expand reserves have stalled. The US shale boom and other global events shaped this…,The Times of India,https://economictimes.indiatimes.com/opinion/et-commentary/no-ones-afraid-of-an-oil-supply-jinx/articleshow/122211089.cms,2025-07-04T05:57:51.899364,no ones afraid of an oil supply jinx,indian refiners remained calm during the recent iranisrael conflict they trusted the oil markets stability strategic petroleum reserves are only partially full efforts to expand reserves have stalled the us shale boom and other global events shaped this,no ones afraid of an oil supply jinx. indian refiners remained calm during the recent iranisrael conflict they trusted the oil markets stability strategic petroleum reserves are only partially full efforts to expand reserves have stalled the us shale boom and other global events shaped this,positive,Oil & Gas
2025-07-02T16:30:00Z,Point of Care Testing Market Valuation is Set to Surpass US$ 85.55 Billion By 2033 | Astute Analytica,"Rapid diagnostics continue transforming healthcare delivery worldwide, fueled by aging populations, decentralized care models, technological convergence, favorable regulations, and rising consumer expectations, positioning point-of-care solutions as pivotal e…",GlobeNewswire,https://www.globenewswire.com/news-release/2025/07/02/3109413/0/en/Point-of-Care-Testing-Market-Valuation-is-Set-to-Surpass-US-85-55-Billion-By-2033-Astute-Analytica.html,2025-07-04T05:57:51.899364,point of care testing market valuation is set to surpass us billion by astute analytica,rapid diagnostics continue transforming healthcare delivery worldwide fueled by aging populations decentralized care models technological convergence favorable regulations and rising consumer expectations positioning pointofcare solutions as pivotal e,point of care testing market valuation is set to surpass us billion by astute analytica. rapid diagnostics continue transforming healthcare delivery worldwide fueled by aging populations decentralized care models technological convergence favorable regulations and rising consumer expectations positioning pointofcare solutions as pivotal e,neutral,Uncategorized
2025-07-02T16:16:26Z,"Stock Market Today: S&P 500, Nasdaq hit highs on Vietnam trade deal",The S&P 500 and the Nasdaq post fresh record highs despite a weak jobs report from ADP. Tesla's Q2 deliveries fall but meet estimates. Nike rallies after...,TheStreet,https://www.thestreet.com/investing/stocks/stock-market-today-a-risk-off-kind-of-day-as-economy-weakens,2025-07-04T05:57:51.899364,stock market today sp nasdaq hit highs on vietnam trade deal,the sp and the nasdaq post fresh record highs despite a weak jobs report from adp teslas q deliveries fall but meet estimates nike rallies after,stock market today sp nasdaq hit highs on vietnam trade deal. the sp and the nasdaq post fresh record highs despite a weak jobs report from adp teslas q deliveries fall but meet estimates nike rallies after,neutral,Uncategorized
2025-07-02T16:15:47Z,Today’s News in a Nutshell,"KATHMANDU: Khabarhub brings you a glimpse of major developments of the day in Nepal, including politics, business/economy, sports, entertainment, and more. Lawmakers allege conspiracy in tampering Civil Service Bill’s cooling-off clause The State Affairs and …",Khabarhub.com,https://english.khabarhub.com/2025/02/482405/,2025-07-04T05:57:51.899364,todays news in a nutshell,kathmandu khabarhub brings you a glimpse of major developments of the day in nepal including politics businesseconomy sports entertainment and more lawmakers allege conspiracy in tampering civil service bills coolingoff clause the state affairs and,todays news in a nutshell. kathmandu khabarhub brings you a glimpse of major developments of the day in nepal including politics businesseconomy sports entertainment and more lawmakers allege conspiracy in tampering civil service bills coolingoff clause the state affairs and,negative,Uncategorized
2025-07-02T16:02:12Z,Tata Steel eyes net profit at UK unit this fiscal: N Chandrasekaran,"Chairman N. Chandrasekaran told shareholders that the UK business will aim for net profit this fiscal year, driven by blast furnace shutdown and cost cuts",Livemint,https://www.livemint.com/companies/news/tata-steel-eyes-net-profit-at-uk-unit-this-fiscal-n-chandrasekaran-11751468237267.html,2025-07-04T05:57:51.899364,tata steel eyes net profit at uk unit this fiscal n chandrasekaran,chairman n chandrasekaran told shareholders that the uk business will aim for net profit this fiscal year driven by blast furnace shutdown and cost cuts,tata steel eyes net profit at uk unit this fiscal n chandrasekaran. chairman n chandrasekaran told shareholders that the uk business will aim for net profit this fiscal year driven by blast furnace shutdown and cost cuts,negative,Metals
2025-07-02T16:02:10Z,Financial stability: No cause for alarm,But RBI flags geopolitics and PSB loan book as risks,BusinessLine,https://www.thehindubusinessline.com/opinion/editorial/financial-stability-no-cause-for-alarm/article69764811.ece,2025-07-04T05:57:51.899364,financial stability no cause for alarm,but rbi flags geopolitics and psb loan book as risks,financial stability no cause for alarm. but rbi flags geopolitics and psb loan book as risks,positive,Uncategorized
2025-07-02T15:45:55Z,Ahead of Market: 10 things that will decide stock market action on Thursday,Sensex today: Indian markets ended lower on Wednesday as a decline in financial stocks from near-record levels overshadowed optimism sparked by U.S. President Donald Trump's comments suggesting a possible trade deal with India.,The Times of India,https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-market-action-on-thursday/articleshow/122209847.cms,2025-07-04T05:57:51.899364,ahead of market things that will decide stock market action on thursday,sensex today indian markets ended lower on wednesday as a decline in financial stocks from nearrecord levels overshadowed optimism sparked by us president donald trumps comments suggesting a possible trade deal with india,ahead of market things that will decide stock market action on thursday. sensex today indian markets ended lower on wednesday as a decline in financial stocks from nearrecord levels overshadowed optimism sparked by us president donald trumps comments suggesting a possible trade deal with india,positive,Uncategorized
2025-07-02T15:30:00Z,Household Refrigerators And Freezers Market Is Poised To Reach Valuation Of US$ 147.45 Billion by 2033 | Astute Analytica,"The household refrigerators and freezers market holds significant growth potential driven by energy-efficient technologies, rising urbanization, premiumization trends, and increasing demand in developing regions, supported by innovative financing, and evolvin…",GlobeNewswire,https://www.globenewswire.com/news-release/2025/07/02/3109343/0/en/Household-Refrigerators-And-Freezers-Market-Is-Poised-To-Reach-Valuation-Of-US-147-45-Billion-by-2033-Astute-Analytica.html,2025-07-04T05:57:51.899364,household refrigerators and freezers market is poised to reach valuation of us billion by astute analytica,the household refrigerators and freezers market holds significant growth potential driven by energyefficient technologies rising urbanization premiumization trends and increasing demand in developing regions supported by innovative financing and evolvin,household refrigerators and freezers market is poised to reach valuation of us billion by astute analytica. the household refrigerators and freezers market holds significant growth potential driven by energyefficient technologies rising urbanization premiumization trends and increasing demand in developing regions supported by innovative financing and evolvin,neutral,Uncategorized
2025-07-02T15:28:20Z,"Stocks gain after weak ADP, gilt yields surge on finance minister worries",NEW YORK :Global stocks were roughly unchanged after U.S. data showed a surprisingly weak reading on the labor market while British government bond yields surged on growing speculation about the future of the country's finance minister.The ADP National Employ…,CNA,https://www.channelnewsasia.com/business/stocks-gain-after-weak-adp-gilt-yields-surge-finance-minister-worries-5215326,2025-07-04T05:57:51.899364,stocks gain after weak adp gilt yields surge on finance minister worries,new york global stocks were roughly unchanged after us data showed a surprisingly weak reading on the labor market while british government bond yields surged on growing speculation about the future of the countrys finance ministerthe adp national employ,stocks gain after weak adp gilt yields surge on finance minister worries. new york global stocks were roughly unchanged after us data showed a surprisingly weak reading on the labor market while british government bond yields surged on growing speculation about the future of the countrys finance ministerthe adp national employ,neutral,Uncategorized
2025-07-02T15:28:20Z,"Stocks edge up to record, gilt yields surge on finance minister uncertainty",NEW YORK :Global stocks advanced on Wednesday after U.S. data showed a surprisingly soft reading on the labor market while British government bond yields surged on growing speculation about the future of the country's finance minister.The ADP National Employm…,CNA,https://www.channelnewsasia.com/business/stocks-edge-up-record-gilt-yields-surge-finance-minister-uncertainty-5215326,2025-07-04T05:57:51.899364,stocks edge up to record gilt yields surge on finance minister uncertainty,new york global stocks advanced on wednesday after us data showed a surprisingly soft reading on the labor market while british government bond yields surged on growing speculation about the future of the countrys finance ministerthe adp national employm,stocks edge up to record gilt yields surge on finance minister uncertainty. new york global stocks advanced on wednesday after us data showed a surprisingly soft reading on the labor market while british government bond yields surged on growing speculation about the future of the countrys finance ministerthe adp national employm,positive,Uncategorized
2025-07-02T14:55:10Z,"Nykaa promoters to offload partial stake via Rs 1,200 crore block deal","Early investors of Nykaa, Harindarpal Singh Banga and Indra Banga, plan to sell shares. The sale could reach Rs 1,200 crore through a block deal. Up to 60 million shares, representing 2.1% of the company, are involved. The offer floor price is Rs 200 per shar…",The Times of India,https://economictimes.indiatimes.com/markets/stocks/news/nykaa-promoters-to-offload-partial-stake-via-rs-1200-crore-block-deal/articleshow/122209071.cms,2025-07-04T05:57:51.899364,nykaa promoters to offload partial stake via rs crore block deal,early investors of nykaa harindarpal singh banga and indra banga plan to sell shares the sale could reach rs crore through a block deal up to million shares representing of the company are involved the offer floor price is rs per shar,nykaa promoters to offload partial stake via rs crore block deal. early investors of nykaa harindarpal singh banga and indra banga plan to sell shares the sale could reach rs crore through a block deal up to million shares representing of the company are involved the offer floor price is rs per shar,negative,Uncategorized
2025-07-02T14:50:40Z,"Tariff, geopolitics, India-Pak conflict impacting auto demand","Despite a decrease in the lending rates and reduction in EMIs, there has been no substantial increase in consumer sentiment with regard to purchase of cars.",BusinessLine,https://www.thehindubusinessline.com/companies/tariff-geopolitics-india-pak-conflict-impacting-auto-demand/article69764710.ece,2025-07-04T05:57:51.899364,tariff geopolitics indiapak conflict impacting auto demand,despite a decrease in the lending rates and reduction in emis there has been no substantial increase in consumer sentiment with regard to purchase of cars,tariff geopolitics indiapak conflict impacting auto demand. despite a decrease in the lending rates and reduction in emis there has been no substantial increase in consumer sentiment with regard to purchase of cars,positive,Auto
2025-07-02T14:43:00Z,SKYX Announces 8 Newly Issued U.S. and Global Patents With Now Over 100 Patents and Pending Applications With 45 Issued Patents,SKYX Announces 8 Newly Issued U.S. and Global Patents With Now Over 100 Patents and Pending Applications With 45 Issued Patents   ......,GlobeNewswire,https://www.globenewswire.com/news-release/2025/07/02/3109308/0/en/SKYX-Announces-8-Newly-Issued-U-S-and-Global-Patents-With-Now-Over-100-Patents-and-Pending-Applications-With-45-Issued-Patents.html,2025-07-04T05:57:51.899364,skyx announces newly issued us and global patents with now over patents and pending applications with issued patents,skyx announces newly issued us and global patents with now over patents and pending applications with issued patents,skyx announces newly issued us and global patents with now over patents and pending applications with issued patents. skyx announces newly issued us and global patents with now over patents and pending applications with issued patents,negative,Uncategorized
